Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
(2012 HC20),Apollo Asteroid,57800,2.3109,0.6451,18.2323,263.6579,37.0943,112.6609,0.8202,3.8,3.51,0.1146,14,21.4
(2012 HD20),Apollo Asteroid,57800,1.1811,0.2715,4.6934,32.106,87.1224,340.1315,0.8604,1.5,1.28,0.0434,20,22.3
(2012 HH20),Apollo Asteroid,57800,1.0338,0.2921,14.451,64.3788,28.5857,297.291,0.7318,1.34,1.05,0.0497,4,24.4
(2012 HB25),Apollo Asteroid,57800,2.4198,0.5953,1.5065,334.6077,287.5716,90.1236,0.9792,3.86,3.76,0,9,24.9
(2012 HC25),Apollo Asteroid,56044,1.2102,0.1885,6.4131,317.2663,198.9926,43.115,0.9821,1.44,1.33,0.0184,3,25.8
(2012 HD25),Apollo Asteroid,56046,1.9765,0.6303,5.9517,93.21,42.6397,19.7355,0.7308,3.22,2.78,0.0247,8,23.6
(2012 HE31),Apollo Asteroid,57800,1.3815,0.3922,0.5315,274.788,10.8213,313.8987,0.8397,1.92,1.62,0.0032,3,25.8
(2012 HG31),Apollo Asteroid (Hazard),57800,2.1723,0.5326,10.2426,173.092,148.3101,144.5974,1.0154,3.33,3.2,0.007,93,18.9
(2012 HH31),Amor Asteroid,57800,1.1976,0.1373,3.2915,75.34,84.6962,286.2704,1.0332,1.36,1.31,0.0703,11,23.8
(2012 HJ31),Apollo Asteroid,56047,2.4108,0.5843,5.6348,311.997,223.5652,10.2029,1.0022,3.82,3.74,0.0523,6,24.5
(2012 HK31),Apollo Asteroid,57800,1.0738,0.1208,2.2056,96.7137,222.6776,26.7547,0.9441,1.2,1.11,0.0148,14,25.4
(2012 HL31),Aten Asteroid,57800,0.8877,0.3742,19.8125,17.4987,37.5257,55.1819,0.5555,1.22,0.84,0.1455,8,22.3
(2012 HZ33),Apollo Asteroid (Hazard),57800,1.1974,0.2103,23.8769,231.5699,54.9217,185.1133,0.9457,1.45,1.31,0.0012,27,20.4
(2012 HA34),Apollo Asteroid,57800,1.3798,0.3686,12.4821,241.1489,42.2831,315.6114,0.8713,1.89,1.62,0.0027,3,25.3
(2012 HB34),Apollo Asteroid,57800,1.9617,0.6703,30.0897,234.0334,220.7328,310.6619,0.6468,3.28,2.75,0.1724,7,19.5
(2012 HC34),Amor Asteroid,57800,1.853,0.3924,36.3252,275.0096,45.1633,275.9057,1.1259,2.58,2.52,0.4222,17,20.3
(2012 HN40),Apollo Asteroid,57800,2.7063,0.6713,14.3879,246.619,60.6253,8.4596,0.8897,4.52,4.45,0.075,18,20.4
(2012 HR69),Amor Asteroid,57800,2.2808,0.4623,6.5323,168.0852,128.3177,110.9543,1.2264,3.34,3.44,0.2123,7,19.9
(2012 JA),Apollo Asteroid,57800,2.107,0.5609,2.23,236.1153,41.5464,189.2858,0.9252,3.29,3.06,0.0106,5,24.8
(2012 JQ),Amor Asteroid,57800,2.2586,0.5474,5.8609,151.0897,44.2825,154.4047,1.0221,3.5,3.39,0.0389,13,23.2
(2012 JU),Apollo Asteroid,57800,2.1229,0.582,7.1754,229.6544,52.1152,182.1524,0.8874,3.36,3.09,0.0033,5,28.3
(2012 JM4),Amor Asteroid,57800,1.9332,0.3485,2.9,287.6592,315.4853,272.4258,1.2595,2.61,2.69,0.2526,15,21.2
(2012 JN4),Amor Asteroid,57800,1.1957,0.1392,21.0033,127.2603,49.7798,272.4866,1.0293,1.36,1.31,0.0694,9,23.5
(2012 JO4),Apollo Asteroid,57800,1.8208,0.442,1.5818,124.0653,79.1851,348.422,1.016,2.63,2.46,0.025,9,24.9
(2012 JP4),Apollo Asteroid,56061,1.754,0.5761,15.099,280.1869,229.223,25.2374,0.7435,2.76,2.32,0.0249,4,25
(2012 JQ4),Apollo Asteroid,57800,2.4335,0.6084,19.8733,134.0857,53.5054,101.3863,0.9529,3.91,3.8,0.0506,10,21.9
(2012 JR4),Amor Asteroid,56064,1.2509,0.1388,15.3205,113.2789,56.2811,51.5806,1.0772,1.42,1.4,0.1398,8,24
(2012 JU4),Amor Asteroid,57800,1.7924,0.2756,17.0692,60.3035,224.1759,320.1058,1.2984,2.29,2.4,0.3663,7,20.8
(2012 JH11),Amor Asteroid,57800,1.8155,0.3426,6.7138,358.8737,224.5086,345.9844,1.1935,2.44,2.45,0.185,16,22.2
(2012 JS11),Apollo Asteroid,57800,2.8254,0.6733,9.5264,124.0511,208.0848,334.137,0.923,4.73,4.75,0.05,49,20.3
(2012 JU11),Amor Asteroid,57800,1.4885,0.2683,4.7957,176.4155,80.2223,210.5734,1.0892,1.89,1.82,0.0745,11,25
(2012 JV11),Apollo Asteroid,57800,1.9968,0.6811,0.6628,331.0806,354.3304,228.2362,0.6367,3.36,2.82,0.0093,8,24
(2012 JW11),Amor Asteroid,57800,2.347,0.5114,2.7129,224.7165,29.6853,111.2685,1.1467,3.55,3.6,0.1371,22,21.9
(2012 JX11),Amor Asteroid,57800,1.9687,0.4744,7.8164,23.088,221.2396,256.7631,1.0348,2.9,2.76,0.0413,13,23.3
(2012 JB16),Amor Asteroid,57800,1.7371,0.2769,35.7391,189.2267,70.4126,11.9929,1.2561,2.22,2.29,0.2453,34,19.7
(2012 JR17),Amor Asteroid,57800,2.6092,0.579,7.8585,192.2089,131.9196,29.2482,1.0985,4.12,4.21,0.0894,70,17.7
(2012 JS17),Apollo Asteroid,57800,1.2172,0.4199,15.6433,307.4142,63.9987,99.7817,0.7061,1.73,1.34,0.1252,14,21
(2012 KA),Apollo Asteroid,57800,1.5226,0.4169,19.0199,234.6668,56.8616,167.9409,0.8879,2.16,1.88,0.0017,5,28.6
(2012 KW),Apollo Asteroid,57800,1.4999,0.3503,13.456,213.9178,60.9476,193.1412,0.9745,2.03,1.84,0.0061,7,26.8
(2012 KX),Amor Asteroid,57800,2.4514,0.5684,3.2292,136.0921,102.4114,85.3713,1.0579,3.84,3.84,0.0593,28,23.5
(2012 KO1),Amor Asteroid,56067,2.1345,0.5016,5.2632,135.9147,59.3135,12.4313,1.0638,3.21,3.12,0.0844,4,23.8
(2012 KZ3),Amor Asteroid,56067,1.8186,0.3875,7.0956,173.5644,64.1594,0.6866,1.1139,2.52,2.45,0.1023,6,24.7
(2012 KA4),Apollo Asteroid (Hazard),57800,1.1003,0.7799,5.8086,237.3827,215.0037,82.7995,0.2422,1.96,1.15,0.0258,20,21.1
(2012 KB4),Amor Asteroid,57800,1.0929,0.0607,6.328,277.7339,60.4921,321.3403,1.0266,1.16,1.14,0.0718,5,25.3
(2012 KB6),Apollo Asteroid,56066,1.3537,0.3068,7.9865,106.146,63.3534,37.5926,0.9384,1.77,1.58,0.0572,4,25
(2012 KC6),Apollo Asteroid (Hazard),57800,1.2409,0.2465,11.3198,337.9584,195.4076,197.9179,0.935,1.55,1.38,0.0492,37,21.7
(2012 KD6),Apollo Asteroid,57800,2.0929,0.5241,12.0529,29.3508,237.4416,195.8261,0.996,3.19,3.03,0.0233,12,23.5
(2012 KK11),Amor Asteroid,57800,1.786,0.3993,5.1352,357.8731,242.9762,354.731,1.0728,2.5,2.39,0.0605,11,25.3
(2012 KL11),Amor Asteroid,57800,2.1345,0.4152,27.7099,307.2041,241.2395,207.0271,1.2482,3.02,3.12,0.3497,13,21
(2012 KM11),Apollo Asteroid,57800,1.3759,0.268,8.402,249.9821,54.5079,298.1018,1.0072,1.74,1.61,0.0869,5,24.5
(2012 KN11),Apollo Asteroid (Hazard),57800,2.0971,0.6555,5.4342,238.0465,261.2094,227.7166,0.7224,3.47,3.04,0.0205,11,21.9
(2012 KO11),Apollo Asteroid,57800,1.0623,0.1241,16.3558,289.1929,59.1249,24.5482,0.9304,1.19,1.09,0.0163,6,24.6
(2012 KT12),Apollo Asteroid,57800,1.2511,0.1978,1.7173,25.0839,235.7155,126.128,1.0036,1.5,1.4,0.0031,5,26.3
(2012 KU12),Apollo Asteroid (Hazard),57800,1.6375,0.4884,8.6228,74.1954,53.1992,148.5205,0.8377,2.44,2.1,0.0401,8,21.6
(2012 KJ18),Amor Asteroid,57800,2.1779,0.4539,9.4926,182.5665,106.3179,162.5287,1.1893,3.17,3.21,0.1734,20,19.4
(2012 KK18),Amor Asteroid,57800,2.7433,0.5513,16.2693,220.8013,118.8073,358.0773,1.231,4.26,4.54,0.2698,22,18.4
(2012 KL18),Amor Asteroid,57800,2.2248,0.4424,19.447,284.1627,289.7054,168.4152,1.2406,3.21,3.32,0.392,23,18.8
(2012 KM18),Amor Asteroid,57800,1.7004,0.2989,6.1448,23.5374,219.0446,45.3623,1.1922,2.21,2.22,0.1854,7,23.5
(2012 KN18),Apollo Asteroid,57800,2.6999,0.625,2.1842,104.5509,177.0004,17.5275,1.0126,4.39,4.44,0.0351,14,24.5
(2012 KO18),Apollo Asteroid,56073,2.2202,0.6595,5.7564,94.9627,221.4364,344.9092,0.7561,3.68,3.31,0.0306,11,22.1
(2012 KP24),Apollo Asteroid,57800,1.4984,0.3694,18.4712,221.4715,67.466,187.8917,0.9448,2.05,1.83,0.0001,8,26.4
(2012 KE25),Apollo Asteroid,57800,1.6565,0.7616,11.3702,175.7789,277.269,112.3276,0.3948,2.92,2.13,0.1758,8,18.7
(2012 KF25),Aten Asteroid,57800,0.9877,0.0497,16.9473,336.4757,64.8777,137.3956,0.9386,1.04,0.98,0.0194,6,25.3
(2012 KX41),Apollo Asteroid,56067,2.3574,0.6188,4.4386,251.7543,48.7923,346.6937,0.8986,3.82,3.62,0.0341,3,24.8
(2012 KY41),Amor Asteroid,57800,2.0321,0.4726,23.0404,144.0706,220.93,132.6148,1.0718,2.99,2.9,0.1333,16,18.1
(2012 KZ41),Apollo Asteroid,57800,2.2995,0.6025,1.566,202.2549,92.9762,115.3544,0.9141,3.68,3.49,0.0095,7,25.1
(2012 KA42),Apollo Asteroid,56074,1.3055,0.2509,6.1518,315.9887,245.9968,26.3331,0.9779,1.63,1.49,0.0147,3,27.3
(2012 KT42),Apollo Asteroid,57800,1.5976,0.5547,2.1932,259.1329,69.5073,96.5524,0.7113,2.48,2.02,0.0009,17,29
(2012 KC45),Apollo Asteroid,57800,1.1778,0.1814,8.6542,310.0513,247.7978,284.8472,0.9641,1.39,1.28,0.0053,3,29.4
(2012 KM45),Apollo Asteroid,57800,2.2697,0.5912,28.1721,158.5139,95.209,131.8939,0.9279,3.61,3.42,0.0609,28,18.8
(2012 KF47),Apollo Asteroid,57800,1.0917,0.338,11.8905,218.5476,148.3838,327.4791,0.7228,1.46,1.14,0.1442,30,21
(2012 LA),Apollo Asteroid,56162,1.0398,0.0232,3.1212,76.876,235.0493,18.2073,1.0156,1.06,1.06,0.0187,27,27.6
(2012 LJ),Apollo Asteroid,57800,2.3228,0.699,0.6871,96.3028,239.125,103.5598,0.6992,3.95,3.54,0.0021,5,25.6
(2012 LT),Amor Asteroid,57800,2.3108,0.5524,5.4452,189.7333,77.5343,118.4726,1.0344,3.59,3.51,0.0221,7,25.8
(2012 LU),Amor Asteroid,57800,1.5284,0.3341,3.1201,201.0347,88.5983,157.7304,1.0178,2.04,1.89,0.0113,16,25.2
(2012 LD1),Amor Asteroid,57800,1.189,0.1176,15.2391,303.2514,246.1384,277.6544,1.0492,1.33,1.3,0.0843,22,21.8
(2012 LO1),Amor Asteroid,56088,1.7277,0.2504,18.767,89.5676,203.0617,341.8657,1.2951,2.16,2.27,0.4502,2,20.98
(2012 LP1),Apollo Asteroid,56090,1.5153,0.3322,20.0912,224.5226,76.8951,338.6847,1.012,2.02,1.87,0.0656,6,23.4
(2012 LR1),Apollo Asteroid (Hazard),57800,1.3366,0.3813,42.324,66.5761,83.1214,75.4341,0.8269,1.85,1.55,0.0075,26,20.5
(2012 LZ1),Amor Asteroid (Hazard),57800,2.5579,0.5899,26.102,14.2608,264.5103,48.8927,1.0491,4.07,4.09,0.0448,50,19.9
(2012 LJ2),Apollo Asteroid,57800,1.7899,0.535,34.3363,94.6539,86.7227,9.4283,0.8323,2.75,2.39,0.1522,10,21.6
(2012 LK2),Apollo Asteroid,57800,2.2998,0.8351,33.4028,23.7555,109.7927,158.3219,0.3793,4.22,3.49,0.3904,17,17.3
(2012 LF4),Apollo Asteroid,57800,1.2706,0.261,5.8253,73.2447,252.3054,57.1243,0.939,1.6,1.43,0.0353,9,24.5
(2012 LG4),Apollo Asteroid,57800,1.1305,0.3101,14.1598,100.503,262.6514,255.0865,0.78,1.48,1.2,0.0106,13,23.6
(2012 LQ7),Amor Asteroid,57800,2.3417,0.5278,10.1319,201.9878,89.2583,100.1859,1.1057,3.58,3.58,0.1029,9,24.1
(2012 LT7),Apollo Asteroid,57800,1.0794,0.7603,42.2523,358.515,111.9265,120.4069,0.2588,1.9,1.12,0.4555,18,19
(2012 LU7),Amor Asteroid,57800,2.4393,0.5498,8.9731,179.6588,153.7241,61.2332,1.0982,3.78,3.81,0.0886,80,18.9
(2012 LW7),Amor Asteroid,57800,1.3313,0.2184,8.6362,122.9728,91.2136,50.942,1.0406,1.62,1.54,0.0848,10,23.3
(2012 LL9),Apollo Asteroid,57800,2.7121,0.7313,35.1706,205.8648,129.4511,2.0683,0.7289,4.7,4.47,0.2402,21,18.7
(2012 LA11),Aten Asteroid,57800,0.9867,0.0962,5.1276,241.638,260.4589,25.3706,0.8918,1.08,0.98,0.0068,15,26.1
(2012 LE11),Amor Asteroid,57800,2.795,0.5997,10.3069,133.8618,181.5257,348.2814,1.1187,4.47,4.67,0.158,81,18.1
(2012 LF11),Aten Asteroid,57800,0.8972,0.4832,11.6473,263.5357,222.223,270.8991,0.4637,1.33,0.85,0.1109,29,20.8
(2012 LG11),Amor Asteroid,57800,2.0121,0.396,36.9739,352.3943,251.162,239.0438,1.2154,2.81,2.85,0.2043,36,19.2
(2012 LH11),Apollo Asteroid,57800,1.3951,0.3047,29.03,286.7162,259.3704,347.4463,0.9701,1.82,1.65,0.1298,10,22.2
(2012 LJ11),Amor Asteroid,57800,2.566,0.5638,25.8679,338.5408,260.3965,55.6867,1.1193,4.01,4.11,0.1278,9,22.7
(2012 LK11),Apollo Asteroid (Hazard),57800,2.427,0.5933,5.1507,159.9428,152.2126,74.6727,0.9871,3.87,3.78,0,19,20.3
(2012 LC13),Amor Asteroid,57800,2.1884,0.4271,5.4424,201.4234,94.2948,145.719,1.2538,3.12,3.24,0.2409,7,21.8
(2012 LD13),Apollo Asteroid,57800,2.4243,0.719,4.8784,17.7919,147.272,102.5204,0.6813,4.17,3.77,0.0695,10,22
(2012 MP),Amor Asteroid,57800,1.3299,0.0874,14.5263,21.4649,268.5433,2.2184,1.2137,1.45,1.53,0.2032,26,21
(2012 MQ),Amor Asteroid,57800,2.1076,0.482,7.7381,213.09,86.0422,179.8278,1.0918,3.12,3.06,0.098,13,23.1
(2012 MW1),Apollo Asteroid,57800,1.6693,0.3967,36.1663,124.7189,89.2417,76.6995,1.0071,2.33,2.16,0.1197,12,20.7
(2012 MN2),Amor Asteroid,57800,2.2146,0.4524,3.8381,252.9888,79.5982,129.2639,1.2127,3.22,3.3,0.2144,30,20.6
(2012 MU2),Apollo Asteroid (Hazard),57800,2.0551,0.514,11.2206,16.5791,250.3308,207.265,0.9988,3.11,2.95,0.0006,53,20.8
(2012 MX2),Aten Asteroid,57800,0.8222,0.4861,5.3255,204.9138,266.2634,225.3171,0.4225,1.22,0.75,0.0217,5,23.1
(2012 MY2),Apollo Asteroid,57800,1.2603,0.2038,0.1835,97.0701,202.2081,85.0129,1.0035,1.52,1.41,0.0029,26,26.4
(2012 MO3),Aten Asteroid,57800,0.9373,0.4665,13.4303,279.973,220.1503,161.6391,0.5,1.37,0.91,0.0874,19,20.8
(2012 MQ3),Amor Asteroid,57800,1.3659,0.1783,7.9496,29.5797,270.6329,314.2504,1.1223,1.61,1.6,0.118,18,22.2
(2012 MR4),Apollo Asteroid,57800,1.6043,0.6719,53.1142,171.017,286.3272,345.3237,0.5264,2.68,2.03,0.453,15,17.6
(2012 MS4),Apollo Asteroid (Hazard),57800,2.2639,0.7205,67.6761,257.6441,265.868,152.8454,0.6327,3.9,3.41,0.0338,24,18.7
(2012 MV4),Amor Asteroid,57800,2.1498,0.5246,6.479,60.6526,256.2909,160.0076,1.0221,3.28,3.15,0.0792,27,20.2
(2012 MJ6),Apollo Asteroid (Hazard),57800,1.8233,0.4901,9.2195,127.0774,82.3597,343.283,0.9296,2.72,2.46,0.0268,14,21
(2012 MK6),Amor Asteroid,57800,2.6438,0.5327,2.7274,303.3647,327.0716,33.0193,1.2354,4.05,4.3,0.2239,44,19
(2012 ML6),Apollo Asteroid,57800,1.514,0.4531,9.505,83.3014,120.7346,211.9359,0.828,2.2,1.86,0.0568,34,20.1
(2012 MS6),Amor Asteroid,57800,2.7586,0.5388,13.4892,219.0676,101.0124,350.186,1.2722,4.24,4.58,0.2936,4,18
(2012 MZ6),Apollo Asteroid (Hazard),56107,2.1431,0.7124,1.3589,225.0548,317.1858,19.8456,0.6164,3.67,3.14,0.0147,11,21.5
(2012 MA7),Amor Asteroid,57800,3.0778,0.6553,25.2328,18.4143,246.2561,309.0437,1.0609,5.09,5.4,0.0667,13,20.6
(2012 MB7),Apollo Asteroid,57800,1.261,0.2722,20.0345,82.3362,262.5583,53.395,0.9177,1.6,1.42,0.0875,15,22.2
(2012 MC7),Amor Asteroid,57800,2.4289,0.5655,29.3122,113.973,111.5596,91.8516,1.0553,3.8,3.79,0.2466,21,20.2
(2012 MD7),Aten Asteroid,57800,0.9768,0.1087,3.7537,135.3806,266.1804,172.3149,0.8706,1.08,0.97,0.0174,3,24.1
(2012 ME7),Amor Asteroid,57800,2.4507,0.5457,11.4919,71.2623,269.1993,58.8013,1.1135,3.79,3.84,0.2083,14,21.3
(2012 MF7),Apollo Asteroid,57800,1.474,0.3831,1.9672,127.4547,90.9713,239.7145,0.9093,2.04,1.79,0.0006,5,26.9
(2012 MG7),Amor Asteroid,57800,1.5565,0.2545,13.4218,311.9689,277.9447,170.7368,1.1603,1.95,1.94,0.1944,28,21
(2012 MR7),Amor Asteroid,57800,1.5556,0.1902,22.6877,167.624,276.2744,352.3295,1.2598,1.85,1.94,0.2803,17,18.8
(2012 MM11),Apollo Asteroid (Hazard),57800,2.1135,0.6485,3.1627,123.6996,245.8769,163.1672,0.7429,3.48,3.07,0.0108,52,20.3
(2012 NN),Apollo Asteroid (Hazard),57800,2.5772,0.6269,4.6267,6.2973,237.5505,48.7726,0.9616,4.19,4.14,0.0276,31,20.9
(2012 NO),Apollo Asteroid,57800,1.243,0.4251,43.6757,117.1696,289.603,55.4359,0.7146,1.77,1.39,0.1194,20,20.1
(2012 NP),Amor Asteroid,57800,2.0876,0.4711,7.3663,160.843,149.3748,183.2761,1.1042,3.07,3.02,0.0981,66,21.3
(2012 NQ),Apollo Asteroid,57800,1.879,0.7585,11.4672,151.1116,255.0105,257.314,0.4538,3.3,2.58,0.1419,21,20.2
(2012 OO),Amor Asteroid (Hazard),57800,1.6964,0.3836,4.8352,179.8888,160.921,8.8789,1.0457,2.35,2.21,0.0378,63,20.6
(2012 OQ),Apollo Asteroid (Hazard),57800,1.1907,0.395,7.0976,100.6214,294.121,137.0962,0.7203,1.66,1.3,0.0151,28,21.9
(2012 OZ),Amor Asteroid,57800,2.1252,0.3964,21.8506,224.6708,123.757,152.3646,1.2828,2.97,3.1,0.3379,31,20
(2012 OA1),Amor Asteroid,57800,2.1257,0.4802,7.2497,358.3178,294.5811,174.1394,1.1049,3.15,3.1,0.0892,23,21.3
(2012 OB1),Amor Asteroid,57800,2.2555,0.472,6.8264,31.3573,292.4379,121.1055,1.1908,3.32,3.39,0.1886,19,20.7
(2012 OC1),Amor Asteroid,57800,2.7214,0.5294,8.1528,110.6226,103.9886,42.3708,1.2806,4.16,4.49,0.311,26,17.5
(2012 OD1),Aten Asteroid (Hazard),57800,0.8289,0.5025,42.2734,224.374,303.7516,133.5508,0.4123,1.25,0.75,0.0375,74,18.6
(2012 OE1),Amor Asteroid,57800,2.1977,0.4126,6.1648,58.9001,266.2682,139.3583,1.2909,3.1,3.26,0.2971,25,20.2
(2012 OU1),Apollo Asteroid,57800,1.3656,0.3511,11.6062,244.8953,120.9769,278.1317,0.8861,1.85,1.6,0.0161,7,24.5
(2012 OP4),Apollo Asteroid (Hazard),57800,2.1188,0.6576,20.6474,262.6592,143.7565,149.8985,0.7255,3.51,3.08,0.05,29,20
(2012 OU5),Amor Asteroid,57800,2.1214,0.4011,8.2215,182.4296,136.679,165.7499,1.2705,2.97,3.09,0.2578,15,21.6
(2012 PA),Apollo Asteroid,57800,1.3579,0.7031,11.2518,14.7079,170.4874,346.7135,0.4032,2.31,1.58,0.1469,26,20.3
(2012 PN),Amor Asteroid,57800,2.5195,0.5885,1.2489,148.0529,162.3344,46.1676,1.0367,4,4,0.0257,15,24.7
(2012 PW),Apollo Asteroid,57800,1.7713,0.4776,22.3238,166.7449,214.5463,311.0545,0.9254,2.62,2.36,0.0576,27,18.8
(2012 PX),Apollo Asteroid,57800,2.2671,0.5673,3.4096,199.4376,175.6236,102.4462,0.981,3.55,3.41,0.001,31,23.2
(2012 PS4),Apollo Asteroid (Hazard),57800,1.7675,0.5927,3.9375,144.1504,86.2475,358.498,0.7199,2.82,2.35,0.0458,10,21.2
(2012 PG5),Amor Asteroid,57800,3.0213,0.5953,16.5877,208.8219,157.1841,299.7221,1.2226,4.82,5.25,0.2453,43,18.7
(2012 PG6),Aten Asteroid,57800,0.8373,0.616,6.5407,169.765,312.0242,199.4302,0.3216,1.35,0.77,0.0534,24,20.3
(2012 PH6),Amor Asteroid,57800,1.7541,0.3491,22.8749,209.2901,137.0045,325.0163,1.1417,2.37,2.32,0.1606,15,21.1
(2012 PJ6),Amor Asteroid,57800,2.1346,0.4254,6.8022,145.0529,167.8129,166.2272,1.2266,3.04,3.12,0.2251,21,21.4
(2012 PN6),Amor Asteroid,57800,1.6873,0.3211,29.7774,162.1258,147.6646,25.9495,1.1455,2.23,2.19,0.1462,13,22.2
(2012 PO17),Amor Asteroid,57800,2.1588,0.4463,8.4366,11.9527,286.3388,159.2516,1.1954,3.12,3.17,0.182,8,22.9
(2012 PP17),Amor Asteroid,57800,2.4995,0.5349,5.762,67.7269,242.5535,51.8544,1.1625,3.84,3.95,0.1782,24,21.6
(2012 PS17),Amor Asteroid,57800,2.4912,0.515,12.5728,38.6416,317.0486,43.9984,1.2081,3.77,3.93,0.2353,46,20
(2012 PZ17),Aten Asteroid,57800,0.8941,0.1424,5.4212,7.3484,139.8722,292.5192,0.7668,1.02,0.85,0.0072,9,26.7
(2012 PY19),Aten Asteroid,57800,0.8733,0.2001,1.3653,171.9309,318.2296,25.8664,0.6986,1.05,0.82,0.01,6,27.5
(2012 PZ19),Amor Asteroid,57800,2.3096,0.5427,2.3369,72.2178,298.4225,89.9162,1.0561,3.56,3.51,0.0686,13,24.5
(2012 PA20),Apollo Asteroid,57800,2.0239,0.5837,6.7893,118.7809,299.9136,172.971,0.8425,3.21,2.88,0.0172,14,22.2
(2012 PB20),Apollo Asteroid,57800,1.0542,0.0949,5.8389,49.9949,142.9162,181.4317,0.9542,1.15,1.08,0.0019,15,24.9
(2012 PC20),Amor Asteroid,57800,1.3276,0.184,14.4085,290.1763,330.1781,27.3196,1.0834,1.57,1.53,0.1612,31,21.3
(2012 PD20),Amor Asteroid,57800,1.8554,0.4424,3.6377,191.4827,136.6076,279.8815,1.0346,2.68,2.53,0.0251,9,25.4
(2012 PK24),Apollo Asteroid,57800,1.3227,0.4121,6.6702,105.6623,318.2129,293.7326,0.7776,1.87,1.52,0.0006,20,23.8
(2012 PP24),Amor Asteroid,57800,2.1464,0.4608,4.973,169.6097,164.0584,152.2796,1.1572,3.14,3.14,0.1487,24,22.2
(2012 PM28),Apollo Asteroid,56155,1.8044,0.6729,9.6045,126.8554,309.9287,329.0755,0.5902,3.02,2.42,0.0957,7,22.8
(2012 PN28),Apollo Asteroid,57800,1.7801,0.5321,24.4938,174.8136,319.0901,188.4401,0.8329,2.73,2.38,0.152,16,17.8
(2012 PO28),Amor Asteroid,57800,2.0884,0.386,3.5894,118.8869,176.6918,189.7249,1.2823,2.89,3.02,0.2739,22,22
(2012 PP28),Apollo Asteroid (Hazard),57800,1.9907,0.6063,5.6621,133.5422,254.1495,197.0769,0.7837,3.2,2.81,0.026,30,19.3
(2012 PQ28),Apollo Asteroid,57800,2.1909,0.5368,21.1749,294.8253,118.9951,107.225,1.0149,3.37,3.24,0.1977,40,18.4
(2012 QJ2),Amor Asteroid,57800,2.2054,0.4445,28.8639,154.4455,181.9323,132.863,1.2251,3.19,3.28,0.2501,28,20.4
(2012 QV2),Apollo Asteroid,57800,2.2353,0.5543,7.1824,21.3751,337.2059,116.3874,0.9963,3.47,3.34,0.0095,11,24.1
(2012 QC8),Apollo Asteroid,57800,2.7954,0.7658,5.9405,45.4398,24.2318,331.7272,0.6547,4.94,4.67,0.0563,30,17.9
(2012 QD8),Apollo Asteroid,57800,1.9117,0.6981,5.5801,86.9459,349.4462,226.394,0.5772,3.25,2.64,0.0034,13,23.1
(2012 QG8),Amor Asteroid,57800,2.5506,0.5125,0.2032,93.5311,130.8589,81.4749,1.2434,3.86,4.07,0.2347,23,19.1
(2012 QH8),Aten Asteroid,57800,0.919,0.3668,19.4081,356.4228,140.9803,241.5062,0.5819,1.26,0.88,0.2262,10,21.2
(2012 QO10),Apollo Asteroid,57800,1.6638,0.4827,5.7434,188.3522,262.355,334.9296,0.8607,2.47,2.15,0.0675,55,18.9
(2012 QP10),Amor Asteroid,57800,1.7535,0.3548,15.6577,271.5844,133.3254,298.1526,1.1313,2.38,2.32,0.3099,18,19.4
(2012 QQ10),Amor Asteroid (Hazard),57800,1.9346,0.4681,3.9618,227.9063,65.5763,257.5965,1.029,2.84,2.69,0.0455,17,20.8
(2012 QH14),Apollo Asteroid,57800,1.9098,0.5273,1.0862,243.9735,135.828,237.204,0.9027,2.92,2.64,0.0059,8,27.3
(2012 QJ14),Amor Asteroid,56161,2.4583,0.5226,15.8713,162.1204,145.6434,5.2581,1.1737,3.74,3.85,0.1711,5,23.2
(2012 QK14),Amor Asteroid,57800,2.4945,0.4851,4.435,209.6982,143.7641,41.91,1.2844,3.7,3.94,0.2825,13,22.4
(2012 QL14),Aten Asteroid,57800,0.7736,0.541,15.3351,194.2275,329.7595,350.3981,0.3551,1.19,0.68,0.0735,7,24.4
(2012 QM14),Apollo Asteroid,56159,1.2222,0.387,0.9195,225.4244,4.0069,52.947,0.7493,1.7,1.35,0.0096,6,25.7
(2012 QY14),Amor Asteroid,57800,2.3938,0.478,3.1887,122.2566,241.1324,64.2961,1.2495,3.54,3.7,0.2534,39,20
(2012 QZ16),Apollo Asteroid,57800,1.5378,0.5033,6.1196,258.9255,151.627,97.0252,0.7638,2.31,1.91,0.0089,6,25.5
(2012 QB17),Amor Asteroid,57800,1.859,0.3691,5.7507,147.4824,232.5518,254.5726,1.1728,2.55,2.53,0.1852,62,20
(2012 QP17),Amor Asteroid,57800,2.8641,0.6353,14.278,261.5303,166.2443,312.59,1.0446,4.68,4.85,0.23,43,18.6
(2012 QV17),Apollo Asteroid,57800,2.8044,0.6414,11.3069,189.4639,150.5048,339.971,1.0056,4.6,4.7,0.0008,5,25
(2012 QW17),Apollo Asteroid,56166,2.4375,0.6527,12.7333,116.5824,153.0891,12.0658,0.8465,4.03,3.81,0.0316,4,23.6
